text,label,source_name,school,url
Newly Admitted Students and Incoming First-years,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
Continuing Students,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
Submission Deadlines,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
Changes in family size or number of siblings in college,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
Extraordinary uninsured medical expenses,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
Complete the Request for Review of Financial Aid form . Submit the form using the upload method listed in the form’s header.,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
Collect any applicable documents to help explain or verify your situation. Mark on the review request form which documents you are including and submit them with the form.,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
Please see the Request for Review of Financial Aid form for additional circumstances that may make a review appropriate.,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
"If your request is approved, a revised financial aid offer letter will be provided to you. If denied, your personal financial aid counselor will communicate this to you directly.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
"If you have questions as you are putting together your review request, you may call Undergraduate Financial Aid or use one of our other contact methods . We would be happy to guide you through the review process.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
The last day to submit a request for review for matriculated and continuing students is March 15th of the spring semester.,Financial_Aid,crawl,Yale,https://finaid.yale.edu/rfr
"For graduate and professional students, the types of financial aid available and the application procedures for aid vary by school. Please visit your school’s financial aid website for details using the links below:",Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/graduate
Upload Documents to Undergraduate Financial Aid,Financial_Aid,crawl,Yale,https://finaid.yale.edu/upload
"The preferred submission method for all financial aid application materials* is the College Board’s IDOC service, accessible after completing the CSS Profile. This link is to be used for the following purposes, unless otherwise instructed:",Financial_Aid,crawl,Yale,https://finaid.yale.edu/upload
Veteran Benefits at Yale College,Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
Chapter 33 Post-9/11 GI Bill®,Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Example 1: Student has a $3,700 Student Share, $0 Parent Share, and is offered $95,000 in Yale Scholarship.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Example 2: Student has a $3,700 Student Share, $15,000 Parent Share, and is offered $80,000 in Yale Scholarship.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Example 3: Student has a $3,700 Student Share, $45,000 Parent Share, and is offered $50,000 in Yale Scholarship.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
Chapter 35 Survivors’ and Dependents’ Educational Assistance,Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Example 1: Student has a $3,700 Student Share, $0 Parent Share, and is offered $90,000 in Yale Scholarship.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Example 2: Student has a $3,700 Student Share, $15,000 Parent Share, and is offered $75,000 in Yale Scholarship.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Example 3: Student has a $3,700 Student Share, $45,000 Parent Share, and is offered $45,000 in Yale Scholarship.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
Need more information? It may be addressed in University Aid’s FAQs,Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
Additional Questions?,Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"VA Tuition Benefit: $30,908.34",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Yale College Yellow Ribbon Match: $19,300",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Fall Basic Allowance for Housing (BAH) : $12,276",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Spring Basic Allowance for Housing (BAH): $15,345",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"A Chapter 33 benefit would reduce the Student Share to $0, and the Yale Scholarship would be adjusted to $0.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Total Yale Scholarship of $0 + Chapter 33 benefit of $98,129.34 = $98,129.34*.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"A Chapter 33 benefit would reduce the Student Share to $0, and the Yale Scholarship would be adjusted to $0, since the Chapter 33 benefit reduces Yale Scholarship dollar-for-dollar and is in excess of the original Yale Scholarship offered.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"The student would receive more VA benefits ($98,129.34) than the original Yale Scholarship that was offered ($80,000).",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"The student would receive more VA benefits ($98,129.34) than the original Yale Scholarship that was offered ($50,000).",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"A Chapter 35 benefit would reduce the Student Share to $0, and the Yale Scholarship would be adjusted to $81,863*.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Total Yale Scholarship of $81,863 + Chapter 35 benefit of $11,837= $93,700.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"The Chapter 35 benefit would reduce the Student Share to $0, and the Yale Scholarship would be adjusted to $66,863*.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Total Yale Scholarship of $66,863 + Chapter 35 benefit of $11,837= $78,700.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"The Chapter 35 benefit would reduce the Student Share to $0, and the Yale Scholarship would be adjusted to $36,863*.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"Total Yale Scholarship of $36,863 + Chapter 35 benefit of $11,837= $48,700.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"If you aren’t yet familiar with the different types of VA Educational Benefits, we recommend starting with the Educational Benefits at Yale page on University Financial Aid’s website, where you’ll find an overview of the programs most commonly used at Yale.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"The Chapter 33 benefit policy follows Yale College’s Outside Resources policy that states for students receiving need-based financial aid, outside resources are first used to reduce or replace the Student Share portion of the financial aid offer. In most cases, the standard Student Share is $3,700 per academic year. Any outside resource(s) that exceed the Student Share will reduce the Yale Scholarship on a dollar-for-dollar basis. VA Benefits do not reduce the Parent Share .",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
"The Chapter 35 benefit policy follows Yale College’s Outside Resources policy that states for students receiving need-based financial aid, outside resources are first used to reduce or replace the Student Share portion of the financial aid offer. In most cases, the standard Student Share is $3,700 per academic year. If the total value of the outside resource(s) exceeds the Student Share, the remaining amount will reduce the Yale Scholarship on a dollar-for-dollar basis. VA Benefits do not reduce the Parent Share .",Financial_Aid,crawl,Yale,https://finaid.yale.edu/va
Requirements for Continuing Students Enrolled at Yale College With U.S. Citizenship or Who Are U.S. Permanent Residents,Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/continuing
Requirements for Continuing Students Enrolled at Yale College with International Citizenship (Including Canadians),Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/continuing
Important Note for International Citizens,Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/continuing
Continuing Students enrolled at Yale College with U.S. Citizenship or who are Permanent Residents,Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/continuing
Continuing Students enrolled at Yale College with International Citizenship (Including Canadians),Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/continuing
"For students who complete their financial aid applications by the priority deadline, offers are typically released in late May or early June, in advance of the July 1 term bill.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/continuing
"If you miss the deadline, y ou are still eligible to apply for financial aid , and your offer will not be reduced because of late submission. Please work to complete your aid application as soon as possible to ensure you and your family have time to plan for the upcoming academic year.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/apply/continuing
How do Merit Scholarships Affect the Financial Aid Offer?,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Receiving Outside Aid? Let Undergraduate Financial Aid Know,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Resources for Merit-based Scholarships,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
U.S. Military Benefits,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Enrollment Verification for Scholarship Agencies,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Outside Resources Payment Information,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Federal Student Aid website: Finding and Applying for Scholarships,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
U.S. Dept. of Labor’s Career One Stop: Scholarship Finder (for U.S. and international citizens),Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
U.S. Dept. of State’s Education USA: Finance Your Studies (for international citizens),Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
CollegeScholarships.org: Scholarship Search Engine,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Fastweb: College Scholarships and Grants,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
International Education Financial Aid (IEFA): Scholarships,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Students receiving outside resources should submit an Outside Scholarship/Resource Information Form,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
The U.S. government provides resources to help U.S. and international students find scholarships for study at U.S. universities.,Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
"The U.S. government offers a variety of education benefits for veterans and active service members. For more information, see Financial Aid Policies .",Financial_Aid,crawl,Yale,https://finaid.yale.edu/outsideresources
Important Note about Eli Whitney Students Program,Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
Requirements for Eli Whitney Students Program Applicants With U.S. Citizenship or Who Are U.S. Permanent Residents,Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
Requirements for Eli Whitney Students Program Applicants With International Citizenship (Including Canadians),Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
Important Information for International Citizens (Including Canadians),Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
Requirements for Continuing Eli Whitney Students Enrolled at Yale College,Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
Continuing Eli Whitney Students Enrolled at Yale College,Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
"Student Tax Returns (Form 1040) Include all corresponding Schedules (1, 2, 3, A, B, C, D, E, F) If no federal tax return was filed, Student Non-Tax Filer’s Statement",Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
"Include all corresponding Schedules (1, 2, 3, A, B, C, D, E, F)",Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
"If no federal tax return was filed, Student Non-Tax Filer’s Statement",Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
"Spousal Requirements, if applicable",Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
"Student Income Documentation If a tax return was filed, submit all applicable tax documentation. If tax returns are not in English, please provide an English translation . The translation may be unofficial, and figures do not need to be converted to U.S. dollars. If a tax return was not filed, submit documentation of income, such as a letter from your employer.",Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
Verification of Student Assets (available in YaleHub ),Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
The following requirements may be included on your financial aid checklist depending on your circumstances:,Financial_Aid,crawl,Yale,https://finaid.yale.edu/ewsp
Esplanade (family options),Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
Whitehall (family options),Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
254 Prospect Street,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
276 Prospect Street,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
First Year Students,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
272 Elm Street (GSAS only),Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
Divinity School - Sterling Quadrangle,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
Divinity School - Bauer Hall,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/our-buildings
"Graduate Housing Applications are acce​pted only in this online, electronic format.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"Shared Unfurnished Apartments Whitehall, 68 Mansfield and Yale Divinity Quadrangle (for Divinity students only)",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"Whitehall, 68 Mansfield and Yale Divinity Quadrangle (for Divinity students only)",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"Furnished units (renewable option) Harkness Hall, Baker Hall, 254 Prospect, 276 Prospect",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"Harkness Hall, Baker Hall, 254 Prospect, 276 Prospect",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"Furnished units (non-renewable, first year students only) 272 Elm ( GSAS students only), and Mansfield.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"272 Elm ( GSAS students only), and Mansfield.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"Family Housing (unfurnished) Esplanade (efficiency, 1, 2 and 3 bedroom apartments), Whitehall (2-bedroom apartments)",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"Esplanade (efficiency, 1, 2 and 3 bedroom apartments), Whitehall (2-bedroom apartments)",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
"The Housing Application for the 2026-2027 Academic Year for Graduate and Professional students will open on April 1, 2026. Room Selection will begin the week of April 20th. Details will be provided to you once you have submitted your application. Please be sure to review the webinar, application procedures, and general information before applying. There is limited availability.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/application
Graduate Housing for 2026-2027 Academic Year:,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Tours of Yale Housing,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Housing Applications are accepted only in the electronic online format. To access click here .,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Please view our Buildings page before completing the application.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"Unfurnished units and the Divinity Living Village applicants - Micro, Efficiency, one bedroom and two bedroom shared units will participate in a Room Selection process.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Family Housing applicants - assignments at Whitehall or Esplanade will be made manually by Yale Housing. Applicants will be notified by email.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Furnished housing applicants - will participate in Room Selection where you will choose your hall and room assignment.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Especially for graduate students applying for housing from India - please make sure your VPN is changed to a US location before applying.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Note: there is a one-year residency limit at the following halls (non-renewable): 272 Elm (first-year GSAS students only) Mansfield Apartments,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"License Agreement term dates August 1, 2026 – May 31, 2027",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"August 1, 2026 – May 31, 2027",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"License Agreement Renewals Current students looking to renew their contracts for the next academic year do not need to re-apply. Please review the Housing Timeline of processes and events, or contact the Yale Housing staff to find out more about how to proceed with renewing your contract.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"Current students looking to renew their contracts for the next academic year do not need to re-apply. Please review the Housing Timeline of processes and events, or contact the Yale Housing staff to find out more about how to proceed with renewing your contract.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Half-Year License Agreements Yale Housing does not offer half-year (semester-long) contracts. Students graduating in December will not be allowed to renew and should look off campus for housing that better meets their situation.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Yale Housing does not offer half-year (semester-long) contracts. Students graduating in December will not be allowed to renew and should look off campus for housing that better meets their situation.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"Application/Processing Fee: $110, non-refundable, one-time fee.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"Residential Life Programming Fee: amount varies depending on Hall, non-refundable, yearly.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
"Personal Property Insurance: $152 Personal Property Insurance, non-refundable, yearly. Residents with proof of insurance may opt out no later than September 1st.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
The Housing Application for the 2026-2027 Academic Year for Graduate and Professional students will open on April 1st.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
The License Agreement term dates are below. All license agreements must be signed within 48 hours of selecting a room assignment. Any assignments without a signed license agreement will be cancelled.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
The following fees are posted to the students’ YalePay account:,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
The following cancellation fees will be posted to the student’s YalePay account should the assignment be cancelled after signing the Housing License Agreement.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/apply/general-information
Alterations to the Housing,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
Care of the Premises,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
Illegal Appliances,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
Lost Keys/Lock-Outs,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
Packing and Shipping,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
Transfer/Room Change Policy,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
"You are responsible for the full term of the license agreement. If you wish to terminate your license agreement and vacate before the end of its term, you will be responsible for all rent charges posted to your YalePay account. All early terminations will incur a cancellation fee based on this schedule:",Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
Please notify Yale Housing Office if you have lost your key(s). A replacement fee of $50 per key will be charged to the your YalePay account. Residents who are locked out of their apartments can contact Security at 203-785-5555 for an officer to open their doors.,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
"Students are responsible for arranging the packing, shipping and storage of their own belongings. Any student who has an active assignment and leaves belongings in their room, will be charged an in-room storage fee. Students who leave belongings behind and do not have an active assignment, will be charged for the removal of those belongings",Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
"For furnished housing students can request a room change to a new furnished room during the academic year. Students need to submit a Room Change Request form to Yale Housing. If and when space is available, Yale Housing will contact students with new building or bedroom options. There is a $350 transfer fee, which will be billed to the student’s YalePay account.",Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies
Requests and Information,Housing,crawl,Yale,https://housing.yale.edu/apply-now/general-information/policies/forms
"Applications for the 2026-2027 Academic Year will open in April 1, 2026",Housing,crawl,Yale,https://housing.yale.edu/apply-now/timeline
Welcome to the Graduate Resident Community!,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/graduate-residence-life
Events and Programs!,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/graduate-residence-life
Jour your building’s Yale Connect Group!,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/graduate-residence-life
Whitehall Children and Families,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/graduate-residence-life
Esplanade Children and Families,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/graduate-residence-life
Housing Sustainability and Swap Room,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/graduate-residence-life
Want to join the Residence Life Team?,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
Individual responsibility and mutual respect,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
Advocacy of academic integrity,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
Freedom of expression within a diverse and dynamic residential community,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
Children’s Program Coordinator,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
All info sessions for the 25 - 26 application period have not past.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
Email nicole.copeland@yale.edu with any additional questions!,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
"The Yale Graduate Residence Life Team is composed of 16 Community Fellows , 2 Children’s and Family Coordinators and 1 Sustainability/Swap Room Coordinator . Together, they are dedicated to providing student-centered programs and services that emphasize:",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
"If you are interested in a Residential Life role, we encourage you to attend one of our information sessions beginning in January 2027. Applications for the 2027-2028 academic year will open in February 2027.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
"If you would like to join our interest list to be notified of any openings or stay up to date on the 2027-2028 application process, please sign up HERE",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/residence-life-team
Alcohol Policy for Housing-Sponsored Events,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/alcohol-policy
Alcohol Policy for Students in Graduate Housing,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/alcohol-policy
Not letting intoxicated persons drive while under the influence.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/alcohol-policy
Seeking medical help/assistance if someone shows signs of alcohol poisoning.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/alcohol-policy
Being held responsible for any property damages or cleaning charges resulting from this gathering by you or your guests.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/alcohol-policy
"The event itself must also abide by the following guidelines, (1) The event duration has a reasonable start and end time, (2) beer and wine are the only alcoholic beverages that may be served, and (3) appropriate quantities (equal to or greater than) of nonalcoholic beverages and food must be available and easily accessible at the same location.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/alcohol-policy
Sustainability In Action,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
Spring Salvage Program,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
Spring Yard Sale and Salvage,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
Volunteer and Community Give Back Events,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
Sustainable Craft Gatherings,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
The Swap Room is located in the basement of 533 Prospect Street,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
"Please join the Yale Connect Group or Yale swaproom.whitehall@gmail.com For the most up to date schedule. You may request additional access, if you are unable to attend during regular open hours.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
"The Sustainability Coordinator hosts a variety of programs throughout the year, including:",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
"The Sustainability Coordinator collaborates with Grounds Maintenance to manage the Community Garden, where residents can grow and maintain their own veggies during the warmer months. A live lottery is held each year, offering a great way to connect with nature and neighbors.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
"For more information on how to live sustainably,please visit the following links: https://campuspress.yale.edu/sustainablenewhaven/",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/residence-life/swap-room
"License agreement term: August 1, 2026-May 31, 2027",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/2026-2027-furnished-housing-rates
Living in Yale Graduate Housing,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
"Maintenance, Utilities and Laundry",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
"Fire, Health & Safety",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Personal Property Insurance,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Harkness Gym Membership,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Related Yale Links,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Other On-Campus Housing Options,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Graduate Residence Life Swap Room,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Policy Number – Policy No. 4-500-1-0000,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
The name of your sponsor – Yale Graduate Housing,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Resources from the Office of International Students & Scholars,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
The Downsizing Donation Guide,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
"If you show proof that you have your own insurance coverage, you can opt out of the insurance. Notification with proof must be received by September 1st each year.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources
Your Guide to Housing in New Haven,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/new-yale
"If you are an undergraduate, please see Yale College .",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/new-yale
"We invite all full time Graduate and Professional Students to view our Graduate Housing Options. Please understand graduate housing at Yale by reading our Apply Page . Check our details on arriving and make sure that you have the proper immunizations. If you are international, please see the resources that OISS offers.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/new-yale
Please understand graduate housing at Yale by reading our Apply Page .,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/new-yale
Check our details on arriving and make sure that you have the proper immunizations.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/new-yale
"If you are international, please see the resources that OISS offers.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/new-yale
Please contact our office with any questions or concerns. We wish to make your search for housing as stress free as possible so that you have time to focus on your Yale experience. Welcome Home!,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/new-yale
Yale Campus – Located in the Heart of Downtown New Haven:,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving-campus-new-haven-connecticut
Checking In and Early Arrivals:,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving-campus-new-haven-connecticut
Important Check-In Information,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving-campus-new-haven-connecticut
Immunization Requirements:,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving-campus-new-haven-connecticut
"Students can check in to their dormitory or apartment only as of the first day of their Housing License Agreement. Early arrivals are only permitted for residents who must attend Yale’s Math Camp or English Language Program. Proof of enrollment is required. There are no other exceptions. If you arrive to New Haven before your check in date, please contact a local hotel or bed & breakfast for overnight accommodations .",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving-campus-new-haven-connecticut
Check-In Information:,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
You must be pre-registered as move-ins/key pick up are by appointment only link will be provided in early May after room selection is complete.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
If you require an alternate move-in date please email housing@yale.edu . Alternate date requests will only be granted for extenuating circumstances.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
What if I arrive to campus outside the dates/times available?,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
"If you are planning to arrive on campus outside of the designated move-in times/days, you will need to make sleeping arrangements such as hotel reservations until the next available move in appointment.",Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
You will receive a confirmation email prior to your appointment with your check-in details. After you pick up your keys we will provide you with a map from the check in location to your assigned residency.,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
Does Housing Have Furniture or Other Household Items Available to New Residents?,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
For a list of hotels in the area please visit https://your.yale.edu/campus-essentials/off-campus-living/local-overnight-accommodations,Housing,crawl,Yale,https://housing.yale.edu/graduate-housing/resources/arriving/housing-check
